Ten,Dia chi,Loai,So dien thoai,Hinh anh,Link Anh Goc,Gioi thieu,Website,Lat,Lng,Tu khoa goc
Đội CSGT Hàng Xanh,"RPF7+6MH, Cầu Bình Triệu 1 QL13, Hiệp Bình Chánh, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Đồn cảnh sát,+84 28 3726 3803,downloaded_images\975a586a0027aab26417f6a584fa3e86.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzoIXiTFerdpEIps0WiQiNTjLkGH5OXFeZYOdJuJ5Gr3IUpxWUnWVmk7dMVX0EbBnODU1Sl8uaSh5keTGxdCIm4ZygMRSs_V_ZRpOkTex1YcvbRPLy8lro1Oyv2MjvMvswL9egxdQ=w80-h106-k-no,Không có,Không có,10.8230513,106.71424429999999,Trụ sở Đội Cảnh sát giao thông Gò Vấp
Công An Phường 5 Quận Phú Nhuận,"88 Đ. Thích Quảng Đức, Phường 4, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",Sở cảnh sát,+84 28 3844 1975,Không có,,Không có,Không có,10.8057042,106.68260749999999,Công an Quận Phú Nhuận TPHCM
"Công An Phường 2, Quận Phú Nhuận","RM2M+3R3, 285 Phan Xích Long, Phường 2, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",Sở cảnh sát,+84 28 3844 4813,downloaded_images\1a3d9a602f9f5da368ade65a68e526bf.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwtTD_K88x3fggFx6_O_24YGRn4PKSYDTMTuQt-ZZoJYdcr2HSV3hW07fmsEygTwT-TFaO1AXx5_hCPGzh1-bb1ExNJ06-1M_7594hvoCFU8oiiy_2lTuNIVCSinBKBfrbW-1TnWA=w122-h92-k-no,Không có,Không có,10.8001007,106.6845501,Công an Quận Phú Nhuận TPHCM
Công An Phường 15 Quận Phú Nhuận Cũ,"37-39 Trần Khắc Chân, Phường 15, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",Cảnh sát dân sự,+84 28 3844 1577,downloaded_images\733887ec198aebf055d5ae4126687766.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyevGCOVisSpwGbIgsu4XVjXm7IOysZqr2y3nnjx1wHqL9VT2-C4FlMu9qg0tcBjlF2fXXgIzimw4RRw26INKWeco-Ab8_kM1VfysvWNjJw86x50V26fxUyYRAyVxtxZhxL0hMoxg=w138-h92-k-no,Không có,Không có,10.7982148,106.6791356,Công an Quận Phú Nhuận TPHCM
Công An Phường 12 Quận Phú Nhuận,"243 Đ. Huỳnh Văn Bánh, Phường 11, Phú Nhuận, Thành phố Hồ Chí Minh 700000, Việt Nam",Phòng cảnh sát trưởng,+84 28 3844 5657,downloaded_images\80fbfaf75957f7411f878617c9f57dff.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mOBKCSJH4I0jij5QJUO41g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=171.60455&pitch=0&thumbfov=100,Không có,https://www.trangvang.biz/tp-hcm/quan-phu-nhuan/cong-an-phuong-12-quan-phu-nhuan-527125.html,10.791578999999999,106.67690499999999,Công an Quận Phú Nhuận TPHCM
Công an phường đức nhuận,"740f Nguyễn Kiệm, Phường 4, Phú Nhuận, Thành phố Hồ Chí Minh 700000, Việt Nam",Văn phòng chính phủ,Không có,downloaded_images\eabf1e08c24ec96694e7a8b3021fe9b8.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=egrMVh8q0nsLp8Rx_QgiIA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=79.97828&pitch=0&thumbfov=100,Không có,Không có,10.8092829,106.6786212,Đồn Công an Phú Nhuận Sài Gòn
Công An Phường 13 Quận Phú Nhuận,"125 Đ. Lê Văn Sỹ, Phường 13, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",Sở cảnh sát,+84 28 3844 4620,downloaded_images\10e74a58626e3b907ece0337bcac9b08.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyNwFJfg9SnUfhPwcB7NNhNy0eiR3t7Lu1gsh5XMHylJoHcrhB2D-Ml6CcVtC60RH0q8fxgOgrm3Au2vRbDbgXHkZqyXikGTwqlFYSkqOcefB2_BLPpQMyohGGe9UIo_CXzKxTXPA=w80-h142-k-no,Không có,Không có,10.791516999999999,106.6717434,Đồn Công an Phú Nhuận Sài Gòn
Công An Phường 14,"233 Đ. Lê Văn Sỹ, Phường 13, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",Đồn cảnh sát,+84 28 3844 1997,downloaded_images\d1d516f19132adb784e8f35f9702ea64.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxJ4dWgevuqVcBFLa4DSU4XuWkVUEzHK4_A9iPiriB4jpbkOAWdS9-AZ50zrAiqjUCCigE-brp_jMsMh30ygsxranGK_-_EplBKjTTHGODYX4zgXpxWgXf-QYmSlZ1DCbhaJ_ot=w80-h106-k-no,Không có,Không có,10.793327099999999,106.66934169999999,Đồn Công an Phú Nhuận Sài Gòn
Bệnh viện Đa Khoa Hoàn Mỹ Sài Gòn,"60-60A Phan Xích Long, Phường 1, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện đa khoa,+84 28 3990 2468,downloaded_images\04fc374f0a99f39562c05a280d2296c5.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyu9b5lf7xAr72tdCOBNiQ2GqL7CTZvbnzwWd_qdZlfK_c-CDDEz7yzR1orDn-psLUb7qJz9SziG5SzQcB7uE13Gr46IlbpJGI7oTgZI8u9d-cSCpbm_Ey0eqE6YupBLuJE5-Tk=w93-h92-k-no,Không có,https://hoanmy.com/saigon/,10.800128599999999,106.684241,các bệnh viện ở Phú Nhuận
Bệnh Viện,"10 Đ. Trần Huy Liệu, Phường 11, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,Không có,downloaded_images\3a8a5112c8b3f35ea68fadc9681b50ee.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzT1pFH7fbkwDanBDyLpApJ9cpXSdLiSynGpqwYvr2L-MjXaY-_WGlcKf_NRmoQ8Hx-TAtx5H3K_uHe2IA62YWV9KMRvdB3EArWnn-vxMbqH0enklFfjQZJ8-WW9VYYG4FDVk5D=w122-h92-k-no,Không có,Không có,10.791140799999999,106.6785805,các bệnh viện ở Phú Nhuận
Bệnh viện Sài Gòn ITO Phú Nhuận,"140C Nguyễn Trọng Tuyển, Phường 8, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 28 3844 1399,downloaded_images\3018fe22b446db5cf8f66c80ab1efc23.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyIACRdSVqUotqU8vdH8zZhlf-j87IWjzh05_W9G_3dIBLCVZtx8vV_EwGP6Zguhjg5XNzX0rBQ0pNr1vh3ugxI3qavbb5jZ3GmU480HglDUOIhj0_6Zu2I3cc2OlyMw8kDqYCYhg=w80-h106-k-no,Không có,http://saigonitohospital.com/,10.7978527,106.67684109999999,các bệnh viện ở Phú Nhuận
Bệnh viện An Sinh,"10 Đ. Trần Huy Liệu, P, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện đa khoa,+84 28 3845 7777,downloaded_images\78b172649c4a7ec58b8e403740115a95.jpg,https://lh3.googleusercontent.com/p/AF1QipNV00X9UdiXOyeFR-aC_qIWF-0NggmkTxXfjgVG=w135-h92-k-no,Không có,http://www.ansinh.com.vn/,10.7913068,106.6784508,các bệnh viện ở Phú Nhuận
Bệnh viện Mỹ Đức Phú Nhuận,"Hồ Văn Huê, Phường 9, Phú Nhuận, Thành phố Hồ Chí Minh 700000, Việt Nam",Bệnh viện phụ sản,+84 28 6285 6262,downloaded_images\65e0993d06c912c2b77159caec8e7934.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzf51Hw1xTAaCelgS7qkvjfOfFckq_74e5xoB2BcZUBS_v2s5UvsiOhjmYRBrR2zvO4O-H1eVPmgN3umXO7GKzVcsEZpZUqLxPUl5VzKo9NPmhimhPqaS6aNvFazckcqqqw4szFfw=w163-h92-k-no,Không có,https://myducphunhuan.vn/,10.802273699999999,106.6760729,các bệnh viện ở Phú Nhuận
Bệnh Viện Ban Ngày,"165b Phan Đăng Lưu, Phường 1, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện nhi,+84 28 3844 2972,downloaded_images\484d6676d6bf906115e845f6e740506b.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzFT4v9c2j-OTGxyb23FAI2Zj-4mN_AUOMemSJvPSXHoOmfFLRkYmg2IZO8w9GoHZvaXGilg3gUh5foSQYIvDJ9Nub2MDVSWwO9VBq51E2UR9kQIO-H5rkEioWXbb0iMjzKt0Tk=w80-h106-k-no,Không có,http://bvtt-tphcm.org.vn/gioi-thieu-khoa-tam-ly-tam-than-tre-em/,10.800640699999999,106.6820393,các bệnh viện ở Phú Nhuận
Bịnh viện Phú Nhuận cơ sở 2,"305/4 Nguyễn Trọng Tuyển, Phường 1, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,Không có,downloaded_images\c245c2964fbfb61132723862e4a686d3.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzGqXLfJwrWOdm5X7weO6swqRfcGEepkcRSnrBCn29XysBEGiQR9ESKTUZrKyHduL0NE-dQM1vyC1tqkKflIyhC1Cf_rbG1vADQgRfONAaT4S-8XrrYNep_OeVm7J_djY85qQ_DoA=w163-h92-k-no,Không có,Không có,10.7977372,106.6694102,các bệnh viện ở Phú Nhuận
Viện Y dược học dân tộc Thành phố Hồ Chí Minh,"273 275, 273 Đ. Nguyễn Văn Trỗi, Phường 10, Phú Nhuận, Thành phố Hồ Chí Minh 70000, Việt Nam",Bệnh viện,+84 28 3844 3047,downloaded_images\bb5459afbe02b768c8bf7f7b0b9eda28.jpg,https://lh3.googleusercontent.com/p/AF1QipO2Yiw33KpY9Akag-IEz5o264vFZG0EfkYvKTci=w163-h92-k-no,Không có,http://vienydhdt.gov.vn/,10.797711,106.67137679999999,bệnh viện trên bản đồ Phú Nhuận
Khu Khám và Điều trị ban ngày Viện Y Dược học dân tộc TP. Hồ Chí Minh,"275 Đ. Nguyễn Văn Trỗi, Phường 10, Phú Nhuận, Thành phố Hồ Chí Minh 70000, Việt Nam",Bệnh viện,+84 964 392 632,downloaded_images\94e1e3b8188b446c06440895e4ce2c93.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzbVqMcaAb2hq640mAi324WZ8j1xv7nnj8A-FKbQpYncWNubOWcFqESbTWHScPhpPbE-pUP4LQc86gKW3ZMkf1ye4IWAbWCGo82KutJVfXJswTWJCURihj8SABsFBRqg23TpvWr=w80-h106-k-no,Không có,http://yhct.gov.vn/,10.798226,106.67065389999999,bệnh viện trên bản đồ Phú Nhuận
Cơ sở 3 - Bệnh viện Đại học Y Dược TPHCM,"221B Đ. Hoàng Văn Thụ, Phường 8, Phú Nhuận, Thành phố Hồ Chí Minh 700000, Việt Nam",Bệnh viện,+84 28 3844 4771,downloaded_images\62ccc74c2e61073367b8eeb35f724217.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwKD0raLkiWpw09H478mDvFNF6rEl4Kq7pe-jX24qk7s6ddicTj6Ibu5fixQrxMY82auhtqw2mgKpt3qy2HcKwOXCWZqxi0dCoxMVeumDEhNlBQUGi5xboeLQ94KQqTOKf0lxig=w163-h92-k-no,Không có,http://bvdaihoccoso3.com.vn/,10.799703899999999,106.6708297,bệnh viện trên bản đồ Phú Nhuận
Công an quận Tân Bình,,Đồn cảnh sát ở Thành phố Hồ Chí Minh,Không có,Không có,,Không có,Không có,,,Bản đồ công an Quận Tân Bình
Đồn Công an Cảng HK Tân Sơn Nhất,"01 Trường Sơn, phường 02, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam",Cảnh sát dân sự,Không có,downloaded_images\8c73cb28b3dfdfdee703b88afe3a1e9a.jpg,https://lh3.googleusercontent.com/p/AF1QipPs7QZBAvAzXUOn9nMmVp2oFaPoHNWAZVMh1A16=w92-h92-k-no,Không có,Không có,10.8060045,106.66418949999999,Đồn công an Tân Bình TPHCM
Đồn Công An Cửa Khẩu Sân Bay Tân Sơn Nhất,"1 Đ. Bạch Đằng, Phường 2, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",Sở cảnh sát,+84 28 3844 0050,downloaded_images\4680aba1ad361b182ea1e0d5de2bae6f.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy7QPbMT8vyevRepfHGmfPB_ihTzErIH7crzbL5BssfIFZPiVzqO8-pxib8lNaYfb84dTsSqZ4b4bB1ceHLmzRJqjKbG7P5oPNs12FqfdNEf4D53XdTfRFPe2QbIgMTF2kNvSdF=w80-h142-k-no,Không có,Không có,10.8154021,106.667808,Đồn công an Tân Bình TPHCM
Công An Phường 13 Quận Tân Bình,"316 Đ. Trường Chinh, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",Đồn cảnh sát,+84 28 3812 2864,Không có,,Không có,https://thongtinthuebao.com/cong-an-phuong-13-quan-tan-binh-tp.hcm-38122864,10.7983026,106.6435004,Đồn công an Tân Bình TPHCM
Công An Phường 1 Quận Tân Bình,"291 Đ. Lê Văn Sỹ, Phường 1, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",Đồn cảnh sát,+84 28 3844 4870,downloaded_images\0da7f96ac18cb415d6f5826314d63b9c.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzrF8DqkjkG_CZUM3nyavuSuHlBq8skmNJZCx-1Q1xbQZV84zPdUQWBFrQn8ccvF3NUgIvZRu_dmPCOKaj81KhXASTJ7QJ0hILIEYd94_7zxuw94YHlvnfC23l0HqwDM5SpNKoo0A=w163-h92-k-no,Không có,Không có,10.7946294,106.6675851,Đồn công an Tân Bình TPHCM
Cơ Quan Cảnh Sát Điều Tra Công An Quận Tân Phú.,"QJR8+CPJ, Đ. Bình Long, Bình Long, Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",Đồn cảnh sát,Không có,Không có,,Không có,Không có,10.791092599999999,106.61676419999999,Đồn công an Tân Bình TPHCM
UBND Phường Tân Sơn,"822 Đ. Trường Chinh, Phường 15, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính quyền địa phương,Không có,downloaded_images\85a3a9d951b8ff07f82a5f3118408154.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzHPCt_WbMuXdTjz-BHVMTa6AZhjKgdDfly-bzIln8iYKahxzKNjIY44jS3qz6vaJQBppCUSDDw2yobt3e_pFXkXn0_B074OIJbWz2HWuglbmLq26NeOPIB0W-ubhFLexib6n_Ka_MQKplX=w122-h92-k-no,Không có,Không có,10.818460199999999,106.6316435,Địa chỉ UBND Tân Bình
UBND Phường Tân Hòa,"356A Đ. Bắc Hải, Phừơng, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam",Văn phòng chính quyền địa phương,+84 908 899 947,downloaded_images\74275283e1d93179234a4223b9e1b931.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyROYzHukDGwpYZ5dYZfjiwOm0KLPCqTmtG7oyyKceBWd6DvVnRgknmi7m9EHGstxSeLu0xzmFm0Z4baQX2IlJEhfYLvhLDUHAlPFbtl7cyl1m6_wuxbdQKFYGoD-0GkvN-Cr4PXhQv6jE=w122-h92-k-no,Không có,Không có,10.7818977,106.6572144,Ủy ban Quận Tân Bình trên bản đồ
Bệnh viện Đa khoa Mỹ Đức,"4 Đ. Núi Thành, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh 70000, Việt Nam",Bệnh viện đa khoa,+84 28 7308 5885,downloaded_images\b392ffc68980de96ceac2c17e3bf6bf5.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyRTBb0VPpcGRFjV7OnGUMzf-DCR-JJW0gSdtZTfZso-9yDg4skgK7OMCE8v7NI7-B4z1ZdK3Rq3qeIelUUVvIzpzECVFqhmfRwseDVLH8juD4W5-xKHHEqvwd9vOMITAoM1TA=w163-h92-k-no,Không có,http://myduchospital.vn/,10.7999169,106.6415827,Tìm bệnh viện ở Tân Bình TPHCM
Bệnh Viện 1A,"1A Đ. Lý Thường Kiệt, Phường 7, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 28 3971 2960,downloaded_images\d1a05619aa5b3733f72d0604ff394920.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw817r_GGNatXMSecbEuhgcPtyEtUvwIJRtH9nugJh89SkPUgHk9PXsOWE6hhB5ipPmWq6nQ5YrJrxOOd4ku7QUsi0EJTai7bapU1Vyf4Av1Qr3y6W5IsKKxCd1gsvYmZxCXfs=w163-h92-k-no,Không có,https://benhvien1a.com/,10.7885869,106.6533956,Tìm bệnh viện ở Tân Bình TPHCM
Đội CSGT Tân Sơn Nhất,"340 Đ. Hoàng Văn Thụ, Phường 4, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",Hiệp hội/Tổ chức,Không có,Không có,,Không có,Không có,10.7973293,106.65750779999999,Đội CSGT Tân Bình TPHCM
UBND Quận Tân Phú - Đối Diện 65 - Thoại Ngọc Hầu,"Hòa Thạnh, Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",Trạm xe buýt,Không có,downloaded_images\3a61e5862b7e0a74742303ece10c4c2c.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxl7hrk-77VtVtRgc3ZAjxsd3e5nE_ADChPZC9kzUJ0tDuD51c0volejRTNfkJlJXnjnOOTP6T41kyD1JSyG8RLlsMUQYexJH7q9bg_jiC1GGAUSL26XjnfN37nM3BsaqM2JBqYNg=w80-h142-k-no,Không có,Không có,10.783206,106.637779,UBND Quận Tân Phú
UBND Phường Tân Sơn Nhì,"6 Nguyễn Thế Truyện, Tân Sơn Nhì, Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính quyền địa phương,Không có,downloaded_images\d21441c03ea954d923dc33efedcd1549.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzJkc-ok2m9xq8CjqZsLzCW2KtUU6DtGdzKdC2hR9uEZ5Co9nMgcjVoNKhFJIJVDi_qPan7O3T-XXsKC6AJtd7IHsYeNo7gOueNrsKkoxa-9Fjr6Q_SMKynraBSrTdDeDwtJmAsJquxQ_Yu=w122-h92-k-no,Không có,Không có,10.794915399999999,106.6317553,Ủy ban nhân dân Tân Phú trên bản đồ
Bệnh Viện Quận Tân Phú,,Bệnh viện đa khoa ở Thành phố Hồ Chí Minh,Không có,Không có,,Không có,http://benhvientanphu.vn/,,,Bản đồ bệnh viện Tân Phú TP.HCM
Bệnh viện Đa Khoa Tân phú,"609 - 611 Đ. Âu Cơ, P, Tân Phú, Thành phố Hồ Chí Minh 735000, Việt Nam",Bệnh viện,+84 28 3622 0415,downloaded_images\6699eacad105ea585b3fbc486ae0488d.jpg,https://lh3.googleusercontent.com/p/AF1QipOe3Gk3YeidIAfh4FPydSehP0ADK0oMauY-1uI5=w134-h92-k-no,Không có,Không có,10.783642,106.6420247,Các bệnh viện ở Quận Tân Phú Sài Gòn
Thanh tra Công an thành phố Thủ Đức,"363 Nguyễn Khuyến, Bình Thọ, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Hiệp hội/Tổ chức,Không có,Không có,,Không có,Không có,10.848499,106.768653,Công an Thành phố Thủ Đức TPHCM
Công An Phường Tam Phú Quận Thủ Đức,"454 Đ. Tô Ngọc Vân, Tam Phú, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Dịch vụ an ninh,+84 28 3897 7587,downloaded_images\27a09f40adcf213fe12b7f1922231435.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyIUCH00pQQMRs19T82ynX_Py5-08vCtF7cJ5XDriy7jnn0v13sQ98hPwyJ7uEcAiWxnDFFDj9-B8VnmldHE8TpqZ4v57gTDbCRUEhQyvyMrvhoFl2P48JiBo0gppMhmp5psOiaHA=w80-h106-k-no,Không có,Không có,10.8618712,106.7445822,Công an phường Thành phố Thủ Đức
Công an Phường Bình Thọ,"111 Dân Chủ, Khu Phố 2, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Cảnh sát dân sự,+84 28 3897 2051,Không có,,Không có,Không có,10.849876,106.766909,Công an phường Thành phố Thủ Đức
"Công An Phường Phú Hữu, Thành phố Thủ Đức","893/1 Nguyễn Duy Trinh, Phường Phú Hữu, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Hiệp hội lực lượng vũ trang,+84 28 3731 6010,downloaded_images\7bea4242bbceeaf2bb0aeac598abaeed.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwXDJVbX0keRQa-0p92XV1_WCXFj0SWpEKLa7FTWs9KMMPVjaEsMaDXIULbNZDrZAz7ry2xl0O93Hij15nlZwnjgvGpJPYprOosZa7rEHXoRRL7DulRpzqNAltKIKUfPL9FpQ1b=w80-h106-k-no,Không có,https://thongtinthuebao.com/cong-an-phuong-phu-huu-q.9-tp.hcm-37316010,10.791846399999999,106.7988398,Công an phường Thành phố Thủ Đức
Công an phường Trường Thọ,"71E Đ. Số 8, Trường Thọ, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính phủ,Không có,downloaded_images\76344f3c9d0bbf6724c9c3904bcf3686.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx1oSTpsBq3qlAgqUPdX3bmalQScUmmim9QX7Khx7GkN-OKXdgWot4FbIFN3uISS4nhRiOZmNC8hepJn3uvmfl4gvo6i4jTseGsyziMdAewFihcKVpysgmHrWSGdmUsruU2rURH=w80-h106-k-no,Không có,Không có,10.8449762,106.75604279999999,Công an phường Thành phố Thủ Đức
Trụ sở Công An phường,"65 QL13, Hiệp Bình Chánh, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm hành chính,Không có,Không có,,Không có,Không có,10.8274106,106.7140232,Công an phường Thành phố Thủ Đức
"324 Lương Định Của, phường An Phú, Thành phố Thủ Đức","258C Lương Định Của, An Phú, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Dự án nhà,Không có,downloaded_images\79e072840239599ae1d7e54f55d4e91d.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HPAxrQAbTC4X9DMQMOUVyw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=176.43947&pitch=0&thumbfov=100,Không có,Không có,10.7913254,106.7479448,Công an phường Thành phố Thủ Đức
Công an phường An Khánh,"27 Lương Định Của, Phường An Khánh, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",Sở cảnh sát,+84 28 3741 5341,downloaded_images\b8a39321fc85319e26b72d5f64759621.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyK_Y4o0apn04AlsZsre-2OLbrZ1GBXgMfYHPa6nQJKL-76hJZR6xBMqalyFUzGu-zQPaaKxBtT8u3qvlEJahUqcKxbO38Yc272gO4maIjkNtdl23DaPP6pRKjhgGrnHVmdniP_=w80-h106-k-no,Không có,Không có,10.7853817,106.7303364,Công an phường Thành phố Thủ Đức
Công an phường Linh Xuân,"81 Hoàng Cầm, Linh Xuân, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Cảnh sát dân sự,+84 28 3897 5500,downloaded_images\8eccf6905805009c071596861789c194.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kjSHXyyly2k3M8AcCOwi9A&cb_client=search.gws-prod.gps&w=80&h=92&yaw=283.2028&pitch=0&thumbfov=100,Không có,Không có,10.8783326,106.7662651,Công an phường Thành phố Thủ Đức
Công an Phường Linh Chiểu,"VQ37+WQP, Đường số 22, Linh Chiểu, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Cảnh sát dân sự,+84 28 3897 2037,downloaded_images\c1965e27bab2e7cb1317703c5979d257.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx2Xg8rEcYWfvuEmBgLIGe7MOphE3aKP9yitLgQTEBg-MCYETd4WomACjacub2mJlqzIeR2X_JAaCkXvcESArQjo8bSyl2mHRD3LUWjxP_9oVrD2YWwIj3qyj880WZ221hzIIcw=w122-h92-k-no,Không có,Không có,10.8548397,106.7644636,Công an phường Thành phố Thủ Đức
Công An Phường Hiệp Phú Quận 9,"UBND phường Hiệp Phú, 23 Đ. Trương Văn Thành, Hiệp Phú, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Đồn cảnh sát,+84 28 3730 9150,downloaded_images\58a32d3a0072dc0b0e6dbc4e2923b4a0.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzxMbzl-hrv5YCNIJ3WBb_ouDqVzItayfgPI1Fg-1cSNBqSoiJrlLhif9mv-CzV9XhtX9rXj__Qp0D5VR5NLDAPYWBfrHXYqUpfxx7svADggPAQekiVvs1_C1GQ08O-CiBf36fB=w163-h92-k-no,Không có,https://thongtinthuebao.com/cong-an-phuong-hiep-phu-quan-9-tp.hcm-37309150,10.8456461,106.7822348,Công an phường Thành phố Thủ Đức
Bệnh viện Đa khoa khu vực Thủ Đức,"64 Lê Văn Chí, Phường Linh Trung, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện đa khoa,+84 28 3514 1115,downloaded_images\9bd4cc5f73aa36abe54e113b9cc8b599.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzBryvdrCQveKR8Vru5G72V1Z5Fr7mJ0V-xorosivneOVM46yf_sIcZoId7wty5418uU8G8txcdl_-_55UmG_kTkFLwU2rIWt8Xrcl7uysz3ycccWNw4I8PJa8WQYMlUqPn0cmx=w189-h92-k-no,Không có,http://www.benhvienkhuvucthuduc.vn/,10.8614915,106.7804391,Bệnh viện Thủ Đức TPHCM
Bệnh viện Vạn Phúc City,"01 Đường 10, Khu nhà ở Vạn Phúc 1, Thủ Đức, Thành phố Hồ Chí Minh 700000, Việt Nam",Bệnh viện,+84 1900 966979,downloaded_images\b4fcdafafda9cb17c75acfff1c74685a.jpg,https://lh3.googleusercontent.com/p/AF1QipM2X9gWZYwnpsLlyAUhwdUeprhqJ8nrQONW1kLt=w163-h92-k-no,Không có,https://vanphuc.com/,10.842423,106.7116209,Bệnh viện Thủ Đức TPHCM
Bệnh Viện Quận Thủ Đức Khoa Tâm Thể,"106 Đ. Tam Hà, Tam Phú, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 28 6650 0223,downloaded_images\5fbee87a7cbbb12b9d59182db72dc6c5.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxUwV_TlOJ4gUegp5wUKQxzYh6JJ6TrmfY1CqMjaYQzGrV69F2t91dp_B8P7d1CfY1NHBU8xNuh2C8fuHhCB7AaYHmxMR40QYvC7DNZFNGdPYk6WLnbB8Q1Jd_zgsUgjxj48zde=w80-h106-k-no,Không có,Không có,10.863101,106.7459339,Bệnh viện Thủ Đức TPHCM
